id,village_lgd_code,village_name,block_id,,,,,,,,,,,,,,
696,904586,Meisatla-Ii,8,,,,,,,,,,,,,,
697,904587,Meisavaih East,8,,,,,,,,,,,,,,
698,904588,Meisavaih West,8,,,,,,,,,,,,,,
699,904589,New Colony-I,8,,,,,,,,,,,,,,
700,914220,New Colony - II,8,,,,,,,,,,,,,,
701,914221,New Colony-Iii,8,,,,,,,,,,,,,,
702,914222,New Colony-Iv,8,,,,,,,,,,,,,,
703,945662,New Colony V,8,,,,,,,,,,,,,,
704,904592,New Siaha East I,8,,,,,,,,,,,,,,
705,914223,New Siaha East II,8,,,,,,,,,,,,,,
706,904593,New Siaha West,8,,,,,,,,,,,,,,
707,945663,New Siaha West II,8,,,,,,,,,,,,,,
708,271839,Noaotlah I,8,,,,,,,,,,,,,,
709,271840,Noaotlah II,8,,,,,,,,,,,,,,
710,914224,Noaotlah III,8,,,,,,,,,,,,,,
711,271837,Old Tisopi,8,,,,,,,,,,,,,,
712,271825,Riasikah,8,,,,,,,,,,,,,,
713,271782,Siahatlah I,8,,,,,,,,,,,,,,
714,914225,Siahatlah II,8,,,,,,,,,,,,,,
715,914227,Siahatlah III,8,,,,,,,,,,,,,,
716,945664,Siaha Vaihpi Bazar,8,,,,,,,,,,,,,,
717,904594,Siaha Vaihpi I,8,,,,,,,,,,,,,,
718,904595,Siaha Vaihpi II,8,,,,,,,,,,,,,,
719,904596,Siaha Vaihpi III,8,,,,,,,,,,,,,,
720,271798,Siasi,8,,,,,,,,,,,,,,
721,271835,Siata-I,8,,,,,,,,,,,,,,
722,904600,Siata-Ii,8,,,,,,,,,,,,,,
723,271831,Theiva,8,,,,,,,,,,,,,,
724,271823,Thiahra,8,,,,,,,,,,,,,,
725,271838,Thosai,8,,,,,,,,,,,,,,
726,271826,Tipi Ferry,8,,,,,,,,,,,,,,
727,271836,Tisopi,8,,,,,,,,,,,,,,
728,271802,Ahmypi,9,,,,,,,,,,,,,,
729,271818,Bymari,9,,,,,,,,,,,,,,
730,271800,Chapi I,9,,,,,,,,,,,,,,
731,914228,Chapi II,9,,,,,,,,,,,,,,
732,914229,Chapi III,9,,,,,,,,,,,,,,
733,271796,Chheihlu,9,,,,,,,,,,,,,,
734,271803,Kaisie,9,,,,,,,,,,,,,,
735,271821,Khaikhy,9,,,,,,,,,,,,,,
736,271801,Khopai,9,,,,,,,,,,,,,,
737,271815,Laki-I,9,,,,,,,,,,,,,,
738,914230,Laki-Ii,9,,,,,,,,,,,,,,
739,271788,Laty,9,,,,,,,,,,,,,,
740,271808,Lodaw,9,,,,,,,,,,,,,,
741,271817,Longmasu,9,,,,,,,,,,,,,,
742,271820,Lopu I,9,,,,,,,,,,,,,,
743,914233,Lopu II,9,,,,,,,,,,,,,,
744,914235,Lopu III,9,,,,,,,,,,,,,,
745,914245,Lorrain Ville,9,,,,,,,,,,,,,,
746,904598,Maisa,9,,,,,,,,,,,,,,
747,271799,Mawhrei,9,,,,,,,,,,,,,,
748,271814,Miepu-I,9,,,,,,,,,,,,,,
749,914234,Miepu-Ii,9,,,,,,,,,,,,,,
750,271790,New Laty,9,,,,,,,,,,,,,,
751,271789,New Saikao,9,,,,,,,,,,,,,,
752,271807,Pala,9,,,,,,,,,,,,,,
753,271811,Phura-N,9,,,,,,,,,,,,,,
754,914243,Phura-S,9,,,,,,,,,,,,,,
755,271787,Saikao,9,,,,,,,,,,,,,,
756,914246,Saikao Beivaih,9,,,,,,,,,,,,,,
757,271794,Siatlai,9,,,,,,,,,,,,,,
758,945660,Supha,9,,,,,,,,,,,,,,
759,271786,Theiri,9,,,,,,,,,,,,,,
760,271791,Tipa B,9,,,,,,,,,,,,,,
761,914251,Tipa D I,9,,,,,,,,,,,,,,
762,914252,Tipa D II,9,,,,,,,,,,,,,,
763,271792,Tipa V-I,9,,,,,,,,,,,,,,
764,914253,Tipa V-Ii,9,,,,,,,,,,,,,,
765,914254,Tipa V-Iii,9,,,,,,,,,,,,,,
766,271785,Tisi I,9,,,,,,,,,,,,,,
767,914255,Tisi II,9,,,,,,,,,,,,,,
768,271813,Tokalo,9,,,,,,,,,,,,,,
769,271812,Vahia,9,,,,,,,,,,,,,,
770,271795,Zyhno,9,,,,,,,,,,,,,,
771,914256,Zyhno B,9,,,,,,,,,,,,,,
772,914257,Zyhno Lotai,9,,,,,,,,,,,,,,
773,271301,Changzawl,23,,,,,,,,,,,,,,
774,271289,Chiahpui,23,,,,,,,,,,,,,,
775,271302,Hliappui,23,,,,,,,,,,,,,,
776,271293,Hrianghmun,23,,,,,,,,,,,,,,
777,271295,Kawlbem,23,,,,,,,,,,,,,,
778,271291,Khawkawn,23,,,,,,,,,,,,,,
779,271299,Lamzawl,23,,,,,,,,,,,,,,
780,271292,Mimbung,23,,,,,,,,,,,,,,
781,271290,N.E.Khawdungsei,23,,,,,,,,,,,,,,
782,271297,Ngopa,23,,,,,,,,,,,,,,
783,271300,Pawlrang,23,,,,,,,,,,,,,,
784,271304,Saichal,23,,,,,,,,,,,,,,
785,271294,Teikhang,23,,,,,,,,,,,,,,
786,271266,Buhban,24,,,,,,,,,,,,,,
787,271228,Daido,24,,,,,,,,,,,,,,
788,271269,Dilkhan,24,,,,,,,,,,,,,,
789,939568,Keifang Leitan,24,,,,,,,,,,,,,,
790,935368,Keifang Venghlun,24,,,,,,,,,,,,,,
791,939567,Keifang Venglai,24,,,,,,,,,,,,,,
792,271212,Khanpui,24,,,,,,,,,,,,,,
793,271226,Khawlian,24,,,,,,,,,,,,,,
794,271216,Lailak,24,,,,,,,,,,,,,,
795,271219,Lamherh,24,,,,,,,,,,,,,,
796,271281,Lenchim,24,,,,,,,,,,,,,,
797,271224,Luangpawn,24,,,,,,,,,,,,,,
798,271286,Maite,24,,,,,,,,,,,,,,
799,271280,Mualpheng,24,,,,,,,,,,,,,,
800,271227,N.E.Tlangnuam,24,,,,,,,,,,,,,,
801,271217,N.Khawlek,24,,,,,,,,,,,,,,
802,271270,N.Lungpher,24,,,,,,,,,,,,,,
803,271225,Phuaibuang,24,,,,,,,,,,,,,,
804,271222,Phullen,24,,,,,,,,,,,,,,
805,935363,Ruallung,24,,,,,,,,,,,,,,
806,935362,Rulchawm,24,,,,,,,,,,,,,,
807,935369,Saitual I,24,,,,,,,,,,,,,,
808,935370,Saitual II,24,,,,,,,,,,,,,,
809,935371,Saitual III,24,,,,,,,,,,,,,,
810,271271,Sihfa,24,,,,,,,,,,,,,,
811,271220,Suangpuilawn,24,,,,,,,,,,,,,,
812,271285,Tawizo,24,,,,,,,,,,,,,,
813,271223,Thanglailung,24,,,,,,,,,,,,,,
814,271268,Tualbung,24,,,,,,,,,,,,,,
815,271218,Vanbawng,24,,,,,,,,,,,,,,
816,271221,Zawngin,24,,,,,,,,,,,,,,
817,271412,Bawktlang,14,,,,,,,,,,,,,,
818,271406,Chekawn,14,,,,,,,,,,,,,,
819,271404,East Lungdar,14,,,,,,,,,,,,,,
820,271407,Khawlailung,14,,,,,,,,,,,,,,
821,271413,Leng,14,,,,,,,,,,,,,,
822,271411,Lungchhuan,14,,,,,,,,,,,,,,
823,271417,Lungkawlh,14,,,,,,,,,,,,,,
824,271405,Mualcheng,14,,,,,,,,,,,,,,
825,935395,North Vanlaiphai,14,,,,,,,,,,,,,,
826,271408,Piler,14,,,,,,,,,,,,,,
827,271414,Sailulak,14,,,,,,,,,,,,,,
828,271410,Sialsir,14,,,,,,,,,,,,,,
829,931580,Baktawng,15,,,,,,,,,,,,,,
830,935396,Baktawng Vengpui,15,,,,,,,,,,,,,,
831,271398,Bawngchawm,15,,,,,,,,,,,,,,
832,271401,Buangpui,15,,,,,,,,,,,,,,
833,271383,Buhkangkawn,15,,,,,,,,,,,,,,
834,271400,Bungtlang,15,,,,,,,,,,,,,,
835,916414,Chhiahtlang North,15,,,,,,,,,,,,,,
836,937845,Chhiahtlang South,15,,,,,,,,,,,,,,
837,271386,Chhingchhip,15,,,,,,,,,,,,,,
838,271382,Chhuanthar Tlangnuam,15,,,,,,,,,,,,,,
839,939566,Darnam,15,,,,,,,,,,,,,,
840,271384,Hmawngkawn,15,,,,,,,,,,,,,,
841,271388,Hmuntha,15,,,,,,,,,,,,,,
842,271395,Hmunzawl,15,,,,,,,,,,,,,,
843,271396,Hriangtlang,15,,,,,,,,,,,,,,
844,271380,Hualtu,15,,,,,,,,,,,,,,
845,271541,Kanghmun S,15,,,,,,,,,,,,,,
846,271399,Keitum,15,,,,,,,,,,,,,,
847,271387,Khawbel,15,,,,,,,,,,,,,,
848,271379,Khumtung,15,,,,,,,,,,,,,,
849,271392,Lungpho,15,,,,,,,,,,,,,,
850,931585,Mualpui Chhingchhip,15,,,,,,,,,,,,,,
851,271402,Neihloh,15,,,,,,,,,,,,,,
852,935397,New Serchhip North,15,,,,,,,,,,,,,,
853,935398,New Serchhip South,15,,,,,,,,,,,,,,
854,271393,Ngentiang,15,,,,,,,,,,,,,,
855,271389,Rullam,15,,,,,,,,,,,,,,
856,937849,Serchhip Chanmari Veng,15,,,,,,,,,,,,,,
857,935399,Serchhip I,15,,,,,,,,,,,,,,
858,935400,Serchhip II,15,,,,,,,,,,,,,,
859,935401,Serchhip III,15,,,,,,,,,,,,,,
860,935402,Serchhip IV,15,,,,,,,,,,,,,,
861,935403,Serchhip V,15,,,,,,,,,,,,,,
862,935404,Serchhip VI,15,,,,,,,,,,,,,,
863,935405,Serchhip VII,15,,,,,,,,,,,,,,
864,935406,Serchhip VIII,15,,,,,,,,,,,,,,
865,271391,Sialhau,15,,,,,,,,,,,,,,
866,271390,Thentlang,15,,,,,,,,,,,,,,
867,935409,Thenzawl East,15,,,,,,,,,,,,,,
868,935407,Thenzawl Kanan,15,,,,,,,,,,,,,,
869,935410,Thenzawl Vengthar,15,,,,,,,,,,,,,,
870,935408,Thenzawl West,15,,,,,,,,,,,,,,
871,271394,Thinglian (Serchhip),15,,,,,,,,,,,,,,
872,271397,Vanchengte,15,,,,,,,,,,,,,,
873,271542,Zote S,15,,,,,,,,,,,,,,
874,261,Aizawl,27,,,,,,,,,,,,,,
